Title: Memories.ai Internal Meeting — AI_Applications_Meeting_ML_Video_Indexing
Video ID: VI721959518299992065
Date: 2026-06-16
[00:25:19] 在公众视频上跟大家转调工作这些东西
[00:25:24] 你们会用吗
[00:25:25] 他不用
[00:25:27] 他不需要
[00:25:28] 他这一码一帧你都不看不在乎视频了
[00:25:30] 那我得不看
[00:25:31] 没有视频
[00:25:32] 你不用看视频
[00:25:33] 视频只是辅助你ad用的
[00:25:34] 对
[00:25:35] 那我可能用的产品也比较少
[00:25:39] 你主要是拍小孩
[00:25:41] 对我想出去玩
[00:25:42] 那拍小孩呢
[00:25:43] 你就是用那个光光光光的对应性的这种计划
[00:25:46] 嗯
[00:25:49] 我想我顶多把他行车记录一下
[00:25:52] 然后把它绑在我女儿狗狗
[00:25:53] 可是没有画面
[00:25:55] 没有画面
[00:25:56] 没有画面
[00:25:57] 他有画面吗
[00:25:58] 你他也在做两个模式
[00:25:59] 一个是al2模式
[00:26:00] 一个是智商拍摄模式
[00:26:02] 哦
[00:26:03] 对对对
[00:26:05] 那你跟你家你大家拍拍
[00:26:07] 如果做影像设备的话
[00:26:08] 你买个追命的那种不行吗
[00:26:10] 关键是因为有个问题
[00:26:13] 嗯
[00:26:14] 我肯定是你要考虑问题
[00:26:15] 就是我肯定是设备越少越好
[00:26:17] 嗯
[00:26:18] 我不可能说我出门带两个手机
[00:26:20] 然后我还带一个拼
[00:26:21] 然后我还带一个耳机
[00:26:23] 你想想看
[00:26:24] 好
[00:26:25] 然后你如果拼的
[00:26:26] 如果续航不够
[00:26:27] 还要带个充电宝
[00:26:28] 那我是不是要带个包
[00:26:29] 我本来本来我可以不带包的
[00:26:31] 嗯
[00:26:32] 我就装两个手机就出门了
[00:26:33] 那就但是你先拿手机嘛
[00:26:35] 那他的意义就没有了
[00:26:38] 对
[00:26:39] 所以说所以说在本来影像就不是拼的意义
[00:26:42] 就是影像
[00:26:43] 我觉得就不是拼的重点了
[00:26:45] 因为你做影像做不了
[00:26:46] 昨天晚上看了一下世界杯裁判上面
[00:26:48] 他们现在脚在耳朵边上拍摄像头
[00:26:50] 对
[00:26:51] 感觉挺好的
[00:26:52] 哦
[00:26:53] 只是把裁判
[00:26:54] 夹耳朵
[00:26:55] 对
[00:26:56] 不是
[00:26:57] 现在世界杯的裁判
[00:26:58] 他们是这边有麦克风
[00:26:59] 然后这边直接外挂一个小摄像头
[00:27:02] 哦
[00:27:03] 那还挺好的
[00:27:04] 全部集成在你的眼睛上面
[00:27:05] 哦
[00:27:06] 那还挺好的
[00:27:07] 哪家做的
[00:27:08] 我不知道是哪家
[00:27:09] 反正找着看
[00:27:10] 对
[00:27:11] 那挺过的挺过的
[00:27:12] 很需要自己摄像头
[00:27:13] 整个世界杯的
[00:27:14] 真的是一个麦克风
[00:27:15] 不是
[00:27:16] 不是
[00:27:17] 你那个早早都有了
[00:27:18] 你那个是只有录像
[00:27:20] 嗯
[00:27:21] 你那个是早就有了
[00:27:22] 还有可能没jai
[00:27:23] 对
[00:27:24] 他可能就是一个很好的通命芯片
[00:27:26] 我觉得那个是有可能的呀
[00:27:28] 就是他昨天晚上回放上
[00:27:29] 直接直接展示裁判自己的回放
[00:27:31] 你怕是黑裁判吗
[00:27:32] 对吧
[00:27:33] 不是
[00:27:34] 以前是裁判这边是康威尔嘛
[00:27:35] 你也要看了
[00:27:36] 他现在直接给裁判这个什么
[00:27:37] 把这个画面给你接到那个回放里
[00:27:39] 反正我这才能看到
[00:27:40] 我看CQ看到
[00:27:41] 嗯
[00:27:42] 他直接把那个第一画面给你装出来
[00:27:44] 他那种设备没有没有可能参考你
[00:27:46] 他肯定不是在专车算的
[00:27:48] 对
[00:27:49] 我就想说的是这个
[00:27:50] 肯定是在专车算的
[00:27:51] 他又可能局域网就做
[00:27:53] 把这件事情就做好了
[00:27:54] 对呀
[00:27:55] 他就搞了好点的通行信片吧
[00:27:56] 对
[00:27:57] 所以所以我就想说的是
[00:27:58] 你那个你那个他跟那个场景不一样
[00:28:01] 因为他一般像这种赛事
[00:28:03] 他的运动场是一定有服务器的
[00:28:05] 他自己接一个场
[00:28:06] 肯定呀
[00:28:07] 他肯定内部不网呀
[00:28:08] 还有的那些数据
[00:28:10] 你就像现在你把打平方结构都有个阴影
[00:28:13] 甚至他能做到什么
[00:28:14] 他可以对外宣传做到零延迟
[00:28:16] 都有可能
[00:28:17] 嗯
[00:28:18] 那那肯定是中国通信那那整个里面给你拉满了
[00:28:21] 对呀
[00:28:22] 你局域网肯定可以这么干
[00:28:23] 这个你这个你这个你这个我们这个商品
[00:28:26] 嗯
[00:28:27] 对
[00:28:29] 对
[00:28:30] 那那拼的主要意义是什么
[00:28:33] 拼的主要意义
[00:28:34] 基于contact
[00:28:35] 就基于信息加多的contact
[00:28:36] 比如说我现在开会
[00:28:40] 我觉得
[00:28:41] 因为是这样的
[00:28:42] 基础影像这个事情
[00:28:43] 嗯
[00:28:44] 嗯
[00:28:45] 那这为什么不搞个那个大江大龙啊
[00:28:48] 他们也不长
[00:28:49] 他们也不够长
[00:28:50] 我我觉得拼的主要目的就是
[00:28:52] 我在后台可以给他定制算法
[00:28:54] 比如说我能够拿个半个形态记录仪
[00:28:57] 我就能
[00:28:58] 我如果大江我只能只能在那边看
[00:29:00] 您即刻您即刻正正常
[00:29:02] 我说正正常的
[00:29:03] 其实大江给我的感觉是
[00:29:04] 我觉得他的时间也不够长
[00:29:06] 嗯
[00:29:07] 都不够长
[00:29:08] 就看谁
[00:29:09] 就看谁后面常委的那个服务拖的够长
[00:29:11] 比如说
[00:29:12] 比如说我们这个单行车记录仪
[00:29:14] 我能每天给你挑出来那些不规矩的车
[00:29:16] 但是你要做
[00:29:17] 你但是如果是要
[00:29:18] 那我们这个当然也能
[00:29:20] 生活记录对吧
[00:29:21] 嗯
[00:29:22] 所以我们有capture模式
[00:29:23] 嗯
[00:29:24] 但是从影像上来说
[00:29:25] 你是跟大家是我们完全没法打的
[00:29:26] 那是没法打
[00:29:27] 那你肯定打不过
[00:29:28] 对
[00:29:31] 所以说
[00:29:32] 所以说那如果你是影像
[00:29:33] 你肯定
[00:29:34] 你要正式想要记录
[00:29:35] 正想要记录
[00:29:36] 真特别美好的生活
[00:29:37] 你肯定就是
[00:29:38] 那如果那如果是那种的
[00:29:41] 那也会有问题啊
[00:29:42] 就是比如说
[00:29:43] 那我记录的关键是非常多的
[00:29:44] 那他会不会丢呢
[00:29:45] 那他会不会丢呢
[00:29:46] 这种问题我怎么去排查
[00:29:47] 是吧
[00:29:48] 这种问题我怎么去排查
[00:29:49] 他那是我都在云头上
[00:29:50] 他那是我都在云头上
[00:29:51] 不是我的意思是
[00:29:52] 他会不会丢掉我的关键的
[00:29:54] 一直录着他就不会丢啊
[00:29:55] 一直录着他就不会丢啊
[00:29:56] 那我们比如说我学习
[00:29:57] 我的意思就是说
[00:29:58] 在compress的时候
[00:29:59] 他的那个
[00:30:00] 对
[00:30:01] 能不能够把你的有价值的给保留下
[00:30:04] 对是
[00:30:04] 你收的东西都是在云端
[00:30:05] 但是roll data存储在上面
[00:30:07] 你我的意思是有价值的
[00:30:09] 就是一秒一针
[00:30:10] 一秒一针你总会多吗
[00:30:11] 不会溜的
[00:30:12] 一秒一针怎么会溜啊
[00:30:15] 不好说话
[00:30:16] 一秒一针
[00:30:16] 那看你觉得有价值的东西是在秒内
[00:30:19] 还是在秒间
[00:30:21] 不是这样的
[00:30:21] 对
[00:30:22] 这一大部分都不会溜
[00:30:23] 你如果很多东西
[00:30:24] 很多瞬间的东西
[00:30:24] 你算不算是这么翻着吗
[00:30:26] 就是
[00:30:27] 你不然就看一眼
[00:30:28] 然后看一下
[00:30:29] 对吧
[00:30:30] 它正常的差不多秒间都是可以解决的
[00:30:36] 但如果说是一些竞技体育的时候
[00:30:38] 它秒内是有价值的
[00:30:40] 竞技体育不行
[00:30:41] 因为但正常的
[00:30:42] 正常的context一秒一针不溜
[00:30:44] 正常的可以
[00:30:44] 对
[00:30:47] 我问个问题
[00:30:48] 如果大家有一天想明白了
[00:30:50] 他在这方面来做
[00:30:51] 他也做一下
[00:30:53] 对
[00:30:53] 所以也是典型的
[00:30:54] 像我一样
[00:30:55] 什么样
[00:30:57] 如果大家想明白了我们的打法
[00:30:59] 然后他在他的运动相机后台
[00:31:02] 也
[00:31:02] 也
[00:31:03] 也
[00:31:03] the
[00:31:03] 就是算法服务的延伸
[00:31:06] 或者说context的这种获取
[00:31:09] 我们的区域是什么
[00:31:13] 你就看他是他到底想
[00:31:14] 就是你要说就是这样
[00:31:16] 人家大家几百亿个公司
[00:31:17] 他他对吧
[00:31:19] 他他他现在说
[00:31:22] 我现在要投入100个人
[00:31:24] 对吧
[00:31:25] 我就干你这个事情
[00:31:26] 虽然这个市场现在特别小
[00:31:28] 但我就干你这个事情
[00:31:30] 因为我也看到了
[00:31:31] 你们看到的东西一样
[00:31:32] 那就是啥的
[00:31:34] 那你要说两年之后
[00:31:35] 你说能不能
[00:31:37] 就看你
[00:31:38] 看你就是
[00:31:39] 你在早
[00:31:40] 就是在一个很早的时候
[00:31:43] 先进了市场
[00:31:44] 然后对这个市场
[00:31:46] 进入比较好
[00:31:47] 然后占有利用
[00:31:50] 然后
[00:31:50] 我觉得所有你你大厂如果他
[00:31:52] 还有大厂都会接待
[00:31:54] 对
[00:31:54] 所以我们只有一个先发优势
[00:31:55] 知道吗
[00:31:55] 对
[00:31:56] 你只有你先把这个市场抢单了
[00:31:58] 才说
[00:31:59] 你只能这样
[00:32:00] 就是一个是强量
[00:32:01] 就是先发
[00:32:02] 就是先发市场就是有个先发
[00:32:04] 发行有什么
[00:32:05] 就是大家的心里的位置
[00:32:11] 所有的大厂想
[00:32:11] 可最好就是大厂做
[00:32:13] 等我们跟他合作
[00:32:13] 我们把我们的给我们把我们的
[00:32:15] 结果
[00:32:15] 对
[00:32:15] 这也有可能
[00:32:16] 就我直接把发展情况给你
[00:32:18] 对
[00:32:18] 是吧
[00:32:19] 我就不注意
[00:32:20] 对
[00:32:20] 因为你想
[00:32:21] 因为你想
[00:32:22] 大厢他几百个比几百个比几百个
[00:32:25] sq几百个产品线
[00:32:27] 他可能最后到你这个产品线
[00:32:28] 可能也就十几个人
[00:32:30] 差不多
[00:32:31] 差不多
[00:32:31] 对吧
[00:32:32] 你自己在这里
[00:32:32] 你自己知道了吗
[00:32:33] 那你
[00:32:33] 你十几个人
[00:32:34] 你十几个人
[00:32:35] 而且那十几个人
[00:32:37] 说白了
[00:32:38] 其实也都是打工
[00:32:38] 你你你你
[00:32:40] 你你
[00:32:40] 你
[00:32:40] 你
[00:32:40] 你
[00:32:42] 除非大家的王涛说
[00:32:44] 我现在就要跟每个人来干
[00:32:47] 那那我那我我说明
[00:32:49] 他这个是必要的
[00:32:50] 除非我们成为了他
[00:32:51] 他才觉得有危险
[00:32:53] 他才觉得
[00:32:53] 我们研究的很好
[00:32:54] 研究他的工作
[00:32:55] 对
[00:32:55] 对对对
[00:32:55] 也必要
[00:32:56] 他这么一必要给你干一下
[00:32:57] 对对对
[00:32:58] 他就跟你说
[00:32:59] 那我能够短期内跟他们合作一下
[00:33:01] 对对对
[00:33:02] 就推个工具上线
[00:33:03] 对对对
[00:33:03] 这个才能够
[00:33:04] 对对对
[00:33:05] 但是前提是你的产品足够硬
[00:33:08] 他才能够
[00:33:08] 前提是你的东西做的确准
[00:33:10] 大家现在的战略思维跟孩子在影像质量上
[00:33:14] 影像分编码上
[00:33:16] 嗯
[00:33:17] 你们觉得我们现在哪些东西可能做的不够不够好的
[00:33:20] 嗯
[00:33:21] 但我们自己内部知道哪些对方就是内部肯定是你
[00:33:26] 你你内部肯定是最知道的缺陷了
[00:33:28] 然后然后你们是觉得哪些地方可能做的不够好
[00:33:33] 搜索啊
[00:33:34] 搜索啊
[00:33:36] 是搜索就是在vrport后面记忆温暖
[00:33:39] 记忆我觉得那个其实我觉得那个是很偏产品的东西
[00:33:43] 就是偏但是也没你你前提要前期要构思数据数据的问题
[00:33:48] 你想会有记忆的东西
[00:33:51] 你数据都不全你后面你再想做记忆
[00:33:53] 你再想做一下你也做不完
[00:33:59] 但是这个东西你得自己
[00:34:01] 所以我会想说说说你这个东西
[00:34:05] 就这我觉得搜索是
[00:34:06] indexing是
[00:34:08] 但是记忆我觉得它是属于就是偏整合
[00:34:11] 偏聚位
[00:34:12] 你一开始只要你要做的其实是indexing的足够全足够准
[00:34:17] 足够细
[00:34:18] 你后面而且你原视频你都是在的
[00:34:21] 你后面大不了重新全部再读一遍
[00:34:24] 你你做好记忆之后
[00:34:25] 那成本就有很多
[00:34:27] 你就再对
[00:34:29] 但我觉得整体来说其实还好
[00:34:31] 因为个人的视频数据
[00:34:36] 就是如果你大不了后面记忆再去读一遍的话
[00:34:39] 你如果是个人的记忆
[00:34:41] 你个人的视频数据它最长时间也没那么多
[00:34:43] 而记忆我们也就到现在
[00:34:49] 不配做人事物
[00:34:51] 又要有那么多
[00:34:53] 执行问题
[00:34:54] 你在一开始的
[00:34:55] 我问个问题
[00:34:56] 我们不连一下给我们求一个模型吗
[00:35:00] Fastest
[00:35:00] Fastest Invading
[00:35:02] 这个它是我们自己的服务里面有这一块
[00:35:07] 我们自己互联目前没有那个那个那个什么
[00:35:11] 那个关系
[00:35:12] 没有
[00:35:13] 我其实很想加人脸识别做什么
[00:35:16] 我就是想加人脸识别
[00:35:20] 我比较好奇的就是
[00:35:22] 原想把它列出来
[00:35:23] 它的目的是什么
[00:35:24] 就就人是相当于说
[00:35:26] 就它是比如说说话人识别跟人脸在绑定上去吗
[00:35:30] 对
[00:35:30] 我觉得应该是先做人脸识别
[00:35:31] 然后后面再去再去做
[00:35:34] ID相关
[00:35:35] ID绑定识别
[00:35:40] 我觉得
[00:35:41] 那那那拼的第一个目的就是把把他的公司范围里面所有人都认一遍
[00:35:46] 对
[00:35:46] 然后把语音在观点上
[00:35:48] 对对对
[00:35:48] 所有的东西都按照人就正经说的人事物
[00:35:52] 对对对
[00:36:03] 所以后面我还是蛮想加那个人认识别的
[00:36:06] 人认识别这个东西其实是不是挺简单
[00:36:09] 挺成熟的
[00:36:10] 现在的人认识别
[00:36:12] 还是错了
[00:36:13] 那为啥
[00:36:14] 你们用的是什么模型
[00:36:16] 这个我不知道人家估计还是这个
[00:36:18] 我们说我们的
[00:36:19] 我说就是现在就是起就太远那些人脸识别化
[00:36:24] 就纯CV纯CVBase的人脸识别化
[00:36:26] 不是我们的
[00:36:28] 就你可以看联想给我给我们列的那个insight face
[00:36:32] 然后但是他是不让不让商业的商用的
[00:36:35] 然后我逆向的是那个Vitina face
[00:36:38] 然后一个webface
[00:36:39] 数据库呢
[00:36:40] 数据库倒没说
[00:36:42] 那人家你们具体
[00:36:44] 你别你
[00:36:45] ID这些东西
[00:36:47] 那这个就是我们设计数据库或者说你做webface
[00:36:51] 嗯
[00:36:52] 你可以如果说你要你要握模型的话
[00:36:54] 就这两个
[00:36:55] 我反正就是联想的那个
[00:36:58] 没事吧
[00:36:58] 那个那个要求都过了
[00:37:00] 嗯
[00:37:01] 我现在有点事儿大
[00:37:03] 然后转换起来也可以
[00:37:06] OK
[00:37:07] 行
[00:37:09] 还有什么
[00:37:09] 除了搜索
[00:37:10] 对吧
[00:37:10] 那是LBM或是其实搜索能做好就已经很好
[00:37:14] 嗯
[00:37:14] 搜索搜索关键是准备我们搜索的游作对是吧
[00:37:19] 嗯
[00:37:21] 给你联想的那个那个文案
[00:37:23] 你我可以给你们看一下
[00:37:25] 他们他们让大卫星写的那个文案要求的确实挺高
[00:37:28] 可以搜索
[00:37:29] 如果真的能搜索其实很多东西都都能做的很好
[00:37:32] 你们觉得我们现在搜索准备
[00:37:34] 你拿后面搜索准备
[00:37:36] 因为你有的东西可能是还可以
[00:37:38] 但你没有东西相比了
[00:37:39] 你有电话指标吗
[00:37:41] 是
[00:37:41] 没有电话指标
[00:37:42] LBM库后面
[00:37:44] 嗯
[00:37:45] 哎
[00:37:45] 得说到LBM库
[00:37:46] 我们什么时候给能给出一些电话指标来着
[00:37:51] 我们现在是接接了两个电视
[00:37:54] 然后就在接更多电视的
[00:37:56] 对啊
[00:37:57] 就是说我们LBM库
[00:37:59] 应该目标还是说他同时有多种不同的可能会准一点
[00:38:06] 对啊
[00:38:06] 对因为每个电视他有个别负责业性质
[00:38:11] 所以就没有感觉没有一个单一电视说好
[00:38:14] 这个benchmark就是评估这件事情就是最最最最最正确
[00:38:20] 就是说就靠的时候是好像没有这种东西
[00:38:23] 所以现在就是要越来越多是越好
[00:38:26] 想那我们现在什么时候能大概能够给出一个预表
[00:38:31] 就是evaluation的一个metrics
[00:38:34] 嗯
[00:38:35] 就是也不知道我现在有没有什么认识
[00:38:37] 然后好像我我我看起来好像就嗯
[00:38:42] 我我这个跟其他方法比对对
[00:38:44] 就是说他现在有一些这样
[00:38:46] 我我可能明天可以我可以跟你
[00:38:51] 讲一下我现在有的一些数字这样子
[00:38:53] 然后然后但是接下来还会有一些数字就是
[00:38:57] 所以就是说有一些phd他们接对啊
[00:39:00] 接近了
[00:39:01] 我们会再看一遍
[00:39:02] 对对对对对
[00:39:03] 因为因为就是就是我觉得就是凭感觉准不准是
[00:39:08] 是永远都是不准的
[00:39:09] 嗯
[00:39:10] 嗯
[00:39:10] 就是你没办法你感觉什么
[00:39:11] 就比如你只能看到你自己的那个对
[00:39:13] 联想的那个那个要求能不能够比空一下
[00:39:16] 你看我觉得他们还是有点对啊
[00:39:20] 至少至少比如说联想的也是拿他们一起
[00:39:24] 到时候我们出去宣传我们也能把主要贴一下
[00:39:27] 对对对对
[00:39:27] 那个谁不服
[00:39:28] 那那你把主要贴上
[00:39:30] 我们再去看一下再逆向一点
[00:39:31] 对对对
[00:39:32] 我觉得还是
[00:39:32] 它是得遥遥指标,大家其实可以去看,也可以去看两个,就是我觉得,就是我是觉得大家一个是要往AI Agent Engineer走。
[00:39:42] 我觉得现在是两条路径,要么就是你就往AI Agent Engineer做产品的Agent,要么就是往我们CNN的Agent走,你就做比较底层的。
[00:39:54] 对,你把40做的足够准,那也是一个特点,就相当于做模型和做产品。
[00:39:59] 对,做模型和做产品。
[00:40:01] 所以我觉得都很怀疑
[00:40:03] 其实你们应该多看看
[00:40:04] Machinery Learning 这边有的东西
[00:40:06] 就是看Machinery Learning的东西
[00:40:07] 不然后面有些东西我们想
[00:40:08] 你们可能比较难get
[00:40:11] 我们在讲什么东西
[00:40:12] 就NBIN的背景就是Machinery Learning
[00:40:13] 就是知道比如说
[00:40:16] Record是什么
[00:40:17] Accuracy是什么
[00:40:18] 不然你看你这叫Record
[00:40:20] 代表什么
[00:40:21] 回响
[00:40:22] 回过
[00:40:22] 照回
[00:40:24] 就照回率
[00:40:25] 照回率是意思
[00:40:26] 然后Accuracy
[00:40:27] 人就是不可能把FE指标
[00:40:29] 就这些指标
[00:40:31] 包括有哪些这个DataSet
[00:40:34] 然后DataSet里面做Tested
[00:40:37] Evaluation
[00:40:38] 就DataSet都怎么分
[00:40:39] 就这些东西
[00:40:40] 就是Machinery Learning
[00:40:41] 就是比较技术的
[00:40:42] 我觉得这些技术感觉还是得有
[00:40:44] 就是不然我们
[00:40:46] 不然后面就是聊这些东西
[00:40:48] 大家不在一个
[00:40:49] 不在一个配置上面也聊不清楚
[00:40:53] 因为不然后面就会出现
[00:40:56] 就是就是就是
[00:40:59] MVM Core出来这个指标
[00:41:01] 对吧
[00:41:01] 这指标还不错
[00:41:03] 然后后面你们接了之后
[00:41:05] 然后说我就说不准
[00:41:06] 他不准也不知道什么
[00:41:07] 就不准
[00:41:09] 那到底是如何不准
[00:41:10] 还是Accuracy不准
[00:41:11] 可以先让脸刷个榜
[00:41:14] 对
[00:41:19] 对我估计可以学习
[00:41:20] 嗯
[00:41:25] 这时候就叫个PIN录下来
[00:41:27] 回去之后让他做个整理一下
[00:41:29] 上传让我了解什么
[00:41:31] 哎可以
[00:41:32] 我已经录了
[00:41:34] 我待会上传完
[00:41:35] 就这个PIN给他看以后
[00:41:36] 我们还能人说
[00:41:37] 这个好当然可以啊
[00:41:40] 哎
[00:41:40] 但我所以我很好奇
[00:41:41] 你们你们会带吗
[00:41:44] 嗯
[00:41:45] 好用肯定会带
[00:41:46] 不
[00:41:47] 好用你这是怎么个好用法
[00:41:49] 不是好
[00:41:49] 反正环节说一个问题
[00:41:50] 他要说他说真不想身上带的太多设备
[00:41:55] 如果这个东西他真的很好用
[00:41:56] 必须带啥
[00:41:57] 那我肯定会带
[00:41:58] 对
[00:41:59] 如果这个东西可带可不带了
[00:42:00] 我当时有种可有可无的
[00:42:02] 我不要帮我统计什么
[00:42:03] 或者我看的东西他也帮我统计
[00:42:05] 对对对
[00:42:06] 那我就不需要
[00:42:07] 对
[00:42:07] 但如果说比如说我在学习当中
[00:42:10] 因为我每天都会有个一两个小时
[00:42:12] 比如说不管是健身啊还是学习啊
[00:42:15] 都会有这样的时间
[00:42:16] 那如果他能帮我把这段时间总结的很好
[00:42:18] 或者说我有的时候忘了
[00:42:20] 我想回屋的时候他能帮我生存的好
[00:42:21] 那肯定可以
[00:42:23] 肯定会
[00:42:23] 我觉得这个事情确实就是
[00:42:25] 就是有些东西你真的做了
[00:42:26] 真的做了做到好用之后
[00:42:28] 你才肯定你觉得这个东西好用
[00:42:30] 当然你一开始的东西
[00:42:33] 就是你真的做了之后
[00:42:34] 你才知道这个东西是好用还是不好用
[00:42:37] 你一开始肯定也会觉得就是不错
[00:42:39] 对你不好用
[00:42:40] 我肯定
[00:42:40] 肯定我也用不了
[00:42:41] 你怎么
[00:42:42] 因为我带他我反而觉得很贵
[00:42:44] 对
[00:42:44] 还要每天给他充电
[00:42:45] 对对对
[00:42:46] 对对
[00:42:49] 我想把PG交到工作程序
[00:42:52] 对不要做生活程序
[00:42:55] 对
[00:42:56] 就是为了你的工作而去做
[00:42:59] 但是就是这里面我就
[00:43:01] 就是如果就是你后面Cloud Code
[00:43:03] 你后面就是接个Cloud Code
[00:43:05] 然后Cloud Code他本身想干嘛都可以
[00:43:09] 他能不能想干嘛都可以
[00:43:10] 反正就是你把视频
[00:43:11] 对吧
[00:43:11] Indexing全部弄了
[00:43:12] 他都想干嘛都可以
[00:43:16] 生活和娱乐就是从你开始玩了
[00:43:19] 总之特别好做的
[00:43:21] 你或者你像自己一样做这种类似
[00:43:26] 买高的这样的产品
[00:43:28] 效果也不一样
[00:43:29] 就但就比如就像我们Lucypin现在这个东西
[00:43:33] Lucypin现在这个东西
[00:43:37] 我Lucypin现在这个东西
[00:43:40] 我现在就直接接了我的Cloud Code
[00:43:41] 我直接加一下
[00:43:42] 我直接我接近一下我们的那个
[00:43:45] 对吧
[00:43:46] 等会给大家看一下
[00:43:47] 我反正现在Lucypin已经接到我的Cloud Code里面来了
[00:43:51] 我们Lucypin能不能用来进来的那个Cloud Code的频率
[00:44:00] 然后变成一个主配音乐
[00:44:02] 可以啊
[00:44:04] 等你等一下给你们看啊
[00:44:05] 就我的那个Lucy desktop和Lucypin
[00:44:21] 我全部接到我的Cloud Code里面去
[00:44:23] 我试一下
[00:44:29] 所以我觉得这个时候其实Lucypin如果能stream就更好了
[00:44:41] 因为他现在我现在就说我刚刚开会了
[00:44:44] 他马上就说就中了就很好
[00:44:46] 当然他以后有一定颜值了
[00:44:50] 那我们要做就是颜值变小
[00:44:53] indexing比较就是这种东西
[00:44:55] 这样的话你就就你有你有明确的有何方向
[00:44:58] 反正暂时我们肯定第一版延迟还是比较快
[00:45:00] 你要第一版延迟
[00:45:01] 我可以鼓掌一个话
[00:45:04] 但是第一版可能可能
[00:45:06] 现在延迟多少
[00:45:08] 我们在
[00:45:09] 第二版
[00:45:10] 不止
[00:45:10] 如果你要看什么
[00:45:12] 就是你如果搜索某种现在可能稍微会低一点
[00:45:15] 就一两两下秒左右
[00:45:17] 但是如果你要是做那种大的总结
[00:45:19] 那可能就会很长
[00:45:21] 因为我的流我的视频一直在生成的
[00:45:23] 我不可能说一秒总结一次一秒总结一次
[00:45:27] 所以我肯定比如说会有一个时间
[00:45:28] 比如说半个小时总结一次
[00:45:30] 或者说20分钟总结一次
[00:45:32] 我们延迟
[00:45:32] ok
[00:45:33] 比如我前段时间在杭州
[00:45:37] 他们邀请我就杭州google cloud的一个分会
[00:45:41] 他们邀请我去做演讲
[00:45:42] 然后我就用路西拼弄了
[00:45:45] 然后我就说我在杭州去干啥
[00:45:50] 但我觉得这个query他不make sense
[00:45:52] 因为我觉得一般人不会说我去干啥
[00:45:53] 一般人都是
[00:45:54] 会去会去说帮我总结一下会议记录
[00:45:58] 或者帮我去做几个to do
[00:46:01] 但是至少就给大家看一下
[00:46:03] 他其实挺准的
[00:46:04] 就比如说他都参加了star update
[00:46:06] 顺便参加了然后有这些地方
[00:46:09] 然后带上三码加微信
[00:46:11] 认识新人
[00:46:13] 没看到吗
[00:46:15] 好像你可能
[00:46:17] 怎样
[00:46:26] 应该不是我同意的
[00:46:28] 不晓得
[00:46:29] 没有
[00:46:31] 你看
[00:46:35] 好
[00:46:37] 好
[00:46:37] 你可以把这个全屏
[00:46:41] 把这全屏
[00:46:42] 你把右上角那个关键参与者参与者
[00:46:46] 右上角右上角参与者
[00:46:49] 对对对
[00:46:50] 把那个查料
[00:46:53] 对你看大量扫码加微信
[00:46:55] 认识新人
[00:46:57] 这次发生事情我扫你吧
[00:46:58] 我们加微信吧
[00:47:00] 然后呃
[00:47:01] 也能怎样做推荐提到客户
[00:47:05] 然后跟一个人聊
[00:47:06] 然后啊
[00:47:07] 然后有一个人就说在硅谷听说过我们听过我们talk
[00:47:11] 然后我说然后我就说
[00:47:13] 然后当时我还蛮还看到event吗
[00:47:15] event realities
[00:47:16] 因为event做也挺好
[00:47:17] 我说event找台上什么样
[00:47:18] 他就帮我把这个东西调出来
[00:47:20] event realities调出来成这样了
[00:47:22] 然后我说
[00:47:24] 然后我说我让我然后我之前说我cs见了哪些人
[00:47:28] 接一下他名字的截图
[00:47:29] 就cs见了这些人
[00:47:31] 理论上来说这些人其实都挺重要的
[00:47:33] 我就说我真的就忘记了
[00:47:34] 我就不去follow up了
[00:47:35] 那这些其实都是挺重要的一些社会关系的
[00:47:38] 然后这些都是截图
[00:47:41] 这样的截图
[00:47:45] 啊
[00:47:45] 这就是光子月仙的老板
[00:47:48] 因为他们最近压力也挺大的
[00:47:50] 因为余浩
[00:47:51] 然后然后我对
[00:47:58] 然后我让他再再专门回去再看看
[00:48:01] 那他也不是专门找到更多了
[00:48:05] 然后我手机上一般看什么
[00:48:08] 他说啊
[00:48:08] 我一般通讯就whatsapp message
[00:48:11] 这叫媒体推着工作
[00:48:14] 那么就是啊
[00:48:16] 这些东西
[00:48:17] 然后我说我微信上一般跟谁聊天
[00:48:22] 说我软案
[00:48:23] Eddie
[00:48:29] Misha
[00:48:29] 我们投资人
[00:48:31] 然后我说啊
[00:48:39] 基于帮我做to do
[00:48:46] to do吧
[00:48:50] 就是现在我的podcast其实就是直接连了我
[00:48:53] 连了我两个东西
[00:48:54] 感觉
[00:48:55] 包括我的那个
[00:48:56] 我的我的screen memory
[00:48:58] 这些也是做一下to do
[00:49:24] 对
[00:49:24] 你现在你现在还能用Facebook
[00:49:26] 我用不了
[00:49:27] 我用screen memory帮我做一下to do
[00:49:33] 然后我现在用的我现在工作流就是我现在screen memory
[00:49:37] 包括我的zoom meeting
[00:49:38] 他本来都会记录嘛
[00:49:39] 记录之后我让他我然后我然后我
[00:49:42] 然后我我是开了一个routine
[00:49:44] 我这routine是每天都帮我记录我的screen memory
[00:49:47] 和我的lucy这些东西
[00:49:48] 去做一个to do
[00:49:50] 然后他就会在我的
[00:49:52] 然后就会都都会sync到我的这些to do上面去
[00:49:57] 然后我就会然后然后这些to do
